ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sf
60,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,0,4,1,TA,8,Typ,1,Attchd,1962.0,RFn,1.0,264.0,TA,TA,Y,0,168,0,0,0,0,0,7,2007,WD ,169500,2676.0
60,RL,0.0,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2000.0,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,0,4,2009,WD ,236000,3208.0
120,RM,44.0,3843,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162,53,0,153,0,0,0,8,2008,New,294464,3244.0
60,RL,85.0,11075,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,LwQ,GasA,TA,Y,SBrkr,0,0.0,0.0,2,1,4,1,TA,9,Typ,2,Attchd,1969.0,Unf,2.0,576.0,TA,TA,Y,280,0,0,0,0,0,0,6,2008,WD ,206900,3064.0
60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,4,1,Gd,8,Typ,0,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA,Y,0,45,0,0,0,0,0,1,2010,WD ,233000,3040.0
30,RM,56.0,7741,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,Rec,GasA,Gd,N,FuseA,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1995.0,Unf,1.0,280.0,TA,TA,Y,0,0,112,0,0,0,0,6,2006,COD,108000,2064.0
60,RL,65.0,8139,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1995.0,Fin,2.0,420.0,TA,TA,Y,192,49,0,0,0,0,0,10,2008,WD ,165000,2150.0
20,RL,45.0,8982,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Detchd,1977.0,Unf,2.0,748.0,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD ,134900,2080.0
45,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,136,0,0,0,0,7,2007,WD ,113000,1768.0
20,RL,70.0,16561,Pave,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1996.0,Unf,1.0,242.0,TA,TA,Y,306,0,0,0,0,0,0,7,2007,WD ,147900,2194.0
30,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,96,0,0,0,0,0,7,2009,WD ,99900,1728.0
160,RL,24.0,2308,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,1,4,1,TA,7,Typ,0,Attchd,1975.0,RFn,2.0,460.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD ,143000,2311.0
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,360,0.0,0.0,1,0,3,1,TA,6,Typ,1,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112,0,0,0,0,0,400,9,2006,WD ,114500,1632.0
20,RL,0.0,8789,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,0,0,0,6,2006,WD ,129200,1853.0
120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,0,11,2008,New,392500,3252.0
70,RL,66.0,9042,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,4,1,Gd,9,Typ,2,Attchd,1941.0,RFn,1.0,252.0,TA,TA,Y,0,60,0,0,0,0,2500,5,2010,WD ,266500,3492.0
80,RL,57.0,8923,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1998.0,Fin,2.0,396.0,TA,TA,Y,256,0,0,0,0,0,0,2,2009,WD ,177500,1766.0
20,RL,75.0,12518,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Attchd,1968.0,Unf,1.0,384.0,TA,TA,Y,144,0,0,0,0,0,0,4,2009,WD ,139500,2016.0
60,RL,85.0,11069,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,0,0,7,2009,WD ,170000,2004.0
60,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,5,1,TA,8,Typ,1,Attchd,1964.0,RFn,2.0,539.0,TA,TA,Y,0,0,0,0,161,0,0,7,2007,WD ,224500,2999.0
60,RL,96.0,13262,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,3,1,4,1,Gd,10,Typ,1,BuiltIn,2003.0,Fin,3.0,730.0,TA,TA,Y,114,40,0,0,0,0,0,6,2009,WD ,290000,3482.0
50,RM,0.0,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseF,0,0.0,0.0,1,1,4,1,TA,7,Typ,2,Detchd,1951.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD ,169500,2858.0
20,RL,43.0,12118,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,2.0,550.0,TA,TA,Y,100,48,0,0,180,0,0,4,2009,WD ,240000,3420.0
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1955.0,Fin,1.0,288.0,TA,TA,Y,0,0,0,0,175,0,0,10,2007,WD ,144000,2228.0
60,RL,100.0,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0.0,1.0,1,1,4,1,TA,9,Typ,1,Attchd,1964.0,RFn,2.0,540.0,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD ,165000,2793.0
120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,0,0,2,2009,WD ,145000,2664.0
20,RL,0.0,11200,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0,144,0,0,0,0,0,6,2010,COD,114000,2548.0
20,RL,110.0,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Attchd,2006.0,Fin,3.0,895.0,TA,TA,Y,315,45,0,0,0,0,0,7,2007,New,395000,3908.0
160,RM,24.0,2760,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD ,105500,1617.0
60,RL,85.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,0,0,5,2010,WD ,254900,2965.0
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,0,0.0,0.0,1,1,3,1,TA,6,Min2,1,Attchd,1950.0,Unf,1.0,357.0,TA,TA,Y,0,171,0,0,0,0,0,11,2007,WD ,102000,2102.0
60,RL,79.0,12420,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,0,45,0,0,0,0,0,6,2009,WD ,230000,2784.0
70,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,1,4,1,TA,8,Typ,0,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,0,0,0,5,2007,WD ,137500,2452.0
30,RL,55.0,7111,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,BLQ,GasA,TA,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1992.0,Unf,1.0,288.0,TA,TA,Y,265,0,0,0,0,0,0,7,2008,WD ,138000,2151.0
80,RL,66.0,19255,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,TA,CBlock,Gd,TA,Av,Rec,GLQ,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,1,2,1,Gd,5,Min2,1,Attchd,1983.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,600,9,2009,WD ,156500,1858.0
20,RL,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1994.0,Unf,2.0,463.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,124500,1728.0
60,RL,92.0,11952,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,1977.0,RFn,2.0,534.0,TA,TA,Y,0,0,0,0,276,0,0,11,2007,WD ,190000,2777.0
20,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,0,0,3,2008,WD ,159895,2532.0
70,RL,51.0,9842,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,3,1,4,1,TA,8,Typ,0,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,0,0,5,2008,WD ,189000,3213.0
20,RL,0.0,8020,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,SBrkr,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,0,0,0,0,0,0,4,2006,WD ,124000,1824.0
20,RL,0.0,11341,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,1,3,1,TA,5,Mod,1,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,95,0,0,5,2010,WD ,121500,2784.0
90,RL,76.0,12436,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,FuseA,0,0.0,0.0,2,0,5,2,TA,9,Typ,0,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD ,146000,3648.0
60,RL,75.0,12192,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,192,36,0,0,0,0,4500,5,2008,WD ,235000,2751.0
120,RM,44.0,3842,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,0,0,12,2006,WD ,300000,3240.0
160,RM,21.0,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,0,0,0,0,0,0,6,2006,WD ,90500,1638.0
90,RL,74.0,13101,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD ,142600,3456.0
20,RL,67.0,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,0,3,2009,WD ,227000,3146.0
90,RL,0.0,8145,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,5,2,TA,13,Typ,2,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,0,7,2009,WD ,205000,3400.0
20,RL,73.0,17227,Pave,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Attchd,1999.0,RFn,2.0,482.0,TA,TA,Y,240,84,0,0,0,0,0,1,2007,WD ,246900,2682.0
70,C (all),60.0,5280,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,Unf,GasA,Ex,N,SBrkr,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,0,7,2008,WD ,89000,1534.0
50,RL,89.0,11792,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,N,FuseF,0,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,1956.0,Unf,2.0,480.0,TA,Fa,P,0,0,0,0,160,0,0,6,2010,WD ,64000,1864.0
120,RL,40.0,3876,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Rec,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,133,60,0,0,0,0,0,7,2006,WD ,170000,2452.0
60,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,3,1,4,1,Ex,12,Typ,1,BuiltIn,2009.0,RFn,3.0,1020.0,TA,TA,Y,52,170,0,0,192,0,0,1,2009,New,582933,4556.0
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,2,1,Gd,5,Typ,1,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,166,120,0,0,0,0,0,7,2006,WD ,110500,2206.0
20,RL,80.0,8240,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,2,1,TA,5,Min2,0,Attchd,1960.0,Fin,2.0,622.0,TA,TA,P,0,0,0,0,0,0,0,6,2007,WD ,110000,2358.0
20,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,1.0,1,0,2,1,TA,4,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,200,0,0,0,0,0,6,2009,WD ,118000,1396.0
60,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320,62,0,0,0,0,0,8,2008,WD ,284000,3044.0
